x,y,words
31.113943,-1.438574,jamaica
29.858759,-8.922362,grand
31.534483,-3.0225601,bedford
35.627422,22.514381,einkaufsmoglichkeiten
41.594753,24.558134,allen
54.969402,-5.704601,verliefen
66.29986,11.557313,koffer
78.25923,15.740703,lassen
48.72939,28.3155,weiteres
72.49064,13.2308035,mal
3.44044,16.241665,decent
12.477985,44.046455,mattress
-0.7470783,35.579094,huge
10.546669,64.159225,coffee
2.3272147,48.940212,dusty
1.1692203,39.745026,bright
-2.4443252,17.054499,actually
-4.925934,33.295494,minimal
10.220473,57.65608,amenity
-9.579054,-3.4993284,generous
11.5759945,61.379875,tea
0.9067104,26.605137,hear
6.904505,33.441887,outside
4.0454884,27.392553,upstairs
0.43350586,28.007217,thin
-3.095267,27.296455,cough
2.060073,25.663477,bird
-9.881681,-2.3257997,kind
10.919698,9.501506,type
16.927309,11.315963,active
0.7596612,25.472391,loudly
18.900139,12.399278,long
3.761454,27.316278,stomp
-10.5408,17.008085,repeatedly
10.957108,35.643063,stair
12.903928,34.41694,heavy
14.748536,14.9419985,activity
-17.208134,-2.0232801,sure
-10.859949,18.857435,rude
-1.5677061,19.24257,maybe
-8.907099,15.142536,guest
-3.5515456,23.076683,past
-2.9754477,16.447971,reason
-1.1893365,1.4389242,future
-7.241232,9.6158905,deal
-29.559519,9.085087,pod
28.23717,10.226827,route
16.695253,-21.076704,cynthia
5.615442,4.3721576,pleasant
7.2017756,3.3663046,beautiful
-16.581154,9.923673,possible
-9.615263,-3.2107441,gracious
-2.9663324,-8.909797,highly
50.44625,-9.112884,wunderbarer
48.471146,25.36329,ruckzugsort
49.956383,15.990954,langen
56.62327,17.2138,tag
45.61958,-1.4143336,ruhige
42.64069,13.177189,strasse
51.423233,23.76615,innenhof
49.20923,15.345628,hektischen
37.373978,14.050858,nahe
42.2868,17.085245,gelegene
31.31757,-3.1393254,dekalb
45.299126,19.141876,guten
61.112396,40.583706,geschmackvoll
54.95882,41.571518,eingerichteten
46.26566,20.010008,gemutlichen
77.506676,1.4060514,verbrachten
74.29457,18.582573,viert
52.202843,6.4508476,erwachsene
9.86765,25.306019,teenager
48.288624,-3.1335268,angenehme
54.873,5.152014,woche
26.780008,-26.993498,jane
70.29021,35.914505,bilder
57.14363,33.023506,raume
58.555954,26.72924,turen
52.653606,40.715218,bequemes
52.189198,30.899387,doppelbett
52.952938,29.53188,wohnzimmer
54.90587,27.374102,zugang
51.251247,23.81727,garten
46.172394,20.906466,typischen
13.375566,3.7001488,brownstone
45.63943,21.919943,hausern
37.814404,10.108125,fussweg
66.144875,5.027229,gefruhstuckt
26.44559,-3.5718305,fort
26.550175,-3.6071892,greene
64.894875,27.156153,laut
36.67307,22.408646,laufweite
-37.790405,-2.2271266,anfitriona
-58.677254,-32.396454,dispuesta
-34.576725,-29.407793,estacion
-65.5468,-24.066166,trenes
-35.154194,-22.91977,directamente
-50.36924,-21.23341,senti
-40.126892,0.41859892,familia
-52.189728,-13.6306715,alguna
-59.332798,-23.697716,volvemos
-60.24467,-23.413605,volveremos
-60.339523,-19.321775,repetir
13.391836,-62.697323,bi
15.483104,-60.324474,ying
16.218313,-65.29076,yi
15.581419,-62.72517,zhan
14.374661,-64.92621,yin
22.68897,-63.708157,wei
10.972006,45.580883,hang
14.227479,-61.17574,ban
14.106762,-60.30676,shen
15.56836,-66.28938,ye
16.944288,-62.377728,cai
16.07918,-64.41288,dao
19.924314,-65.00297,niu
21.408966,-66.56356,yue
16.878498,-65.71234,xin
14.484196,-66.08517,ting
-45.449993,-15.20096,tan
14.970688,-61.619305,tie
18.647587,-66.07962,gei
12.299916,-59.888775,bing
18.76714,-65.98163,rang
15.185045,-67.44435,xiao
16.434664,-67.03391,ge
16.572083,-65.0988,zai
16.266708,-64.52258,wu
17.167316,-66.55618,deng
18.001583,-63.23861,hou
12.2570505,-73.44315,gan
18.724028,-71.415535,dong
15.813926,-67.97096,mian
13.530571,-68.37669,tian
15.462859,-66.34333,huan
16.899082,-64.833,neng
16.001148,-65.67175,shi
16.384605,-64.50576,yong
13.760749,-68.0313,wan
16.901966,-66.61395,chu
10.566347,-64.78949,fang
8.008577,60.11484,cook
18.14643,-65.51805,dui
15.048259,-62.453457,zhong
19.267313,-65.33228,guo
12.495168,-64.61525,xie
15.876434,-65.726555,ji
16.829613,-65.213875,hui
16.456846,-65.2373,lai
15.802329,-65.54015,bu
15.536145,-64.74519,lu
16.266058,-66.77597,ke
10.366626,-68.65954,lin
14.319645,-65.616875,ju
19.321508,-65.5755,zhu
17.289963,-68.12495,xi
7.165229,-65.10657,zhe
15.405154,-72.48822,shu
15.680757,-62.98959,cheng
15.734051,-65.30495,jie
-48.993515,4.469873,ambiente
-52.61482,-33.738125,estupendo
-57.979237,-4.9390635,dudar
55.46172,40.3583,geraumige
52.94108,7.5842686,vier
49.365635,5.9957685,leute
40.841255,9.981851,fahrt
66.85926,26.38523,gefahrlich
52.45402,6.0211396,kindern
52.229294,32.729942,grossen
57.221413,6.585995,spass
61.825195,13.632981,dieser
49.76147,15.954738,aufregenden
42.60692,11.655693,stadt
20.07193,-25.205463,nathalie
44.386074,-7.059999,wunderbar
46.907253,3.0456872,empfehlung
45.484276,11.786276,terasse
74.542305,18.686422,funft
56.649555,36.586563,genugend
49.03259,34.498623,geschirr
56.75178,36.585266,genug
45.436474,11.802714,terrasse
44.414604,-7.831088,toll
18.453213,17.062468,line
35.13902,23.652554,kleinere
35.54302,23.153658,shops
39.90945,8.385995,mindestens
35.336815,22.64624,supermarkte
33.758682,20.536818,naheren
61.7284,-10.293375,rundum
2.1214504,-22.504839,ssameer
44.050034,-8.057563,klasse
76.04462,19.806839,zeigen
69.62193,-4.975628,willkomman
44.28664,-6.295515,bestens
67.99611,-0.042581815,vorbereitet
73.437416,2.013824,bot
57.3177,11.633018,neuen
84.37812,9.931495,benotigt
42.474834,35.03612,glas
42.736336,35.161655,wein
69.977425,15.225148,unterwegs
35.036022,16.288013,gleich
58.459133,18.530811,neben
10.043672,3.40192,mixed
2.1759818,-22.444801,sally
5.010328,45.80032,break
-8.94049,8.511487,motel
14.199125,-5.600917,hospital
1.1530209,11.81798,trip
-1.6820855,15.677895,order
12.855228,28.629381,collect
17.775547,18.81296,access
1.8032184,55.035015,sink
2.8291333,-10.414374,dog
-6.73337,18.588823,warn
8.559349,9.675256,environment
-10.963479,25.970264,disappointing
-1.2062067,15.35863,way
-11.8265,-1.529879,greet
-10.541123,29.653091,factor
-10.920632,14.927556,fault
20.302202,16.41344,major
21.567265,38.471443,advantage
29.683182,4.2490497,train
19.263079,18.363161,convenient
-3.4983041,19.271095,prepared
2.7352002,16.021198,consider
-20.731401,-7.3830967,hassle
-16.100193,11.133403,resolve
1.2985003,12.265849,visit
5.7177863,3.4009876,awesome
-15.786856,0.697982,tip
23.361567,27.774036,tasty
25.47413,28.09695,pizza
-5.17232,0.28101024,conversation
4.138365,8.658945,home
10.419741,15.556759,house
-10.225088,53.92603,warm
-3.997301,9.446779,btw
62.73396,11.05678,jede
39.13086,27.096214,menge
71.97981,35.21212,genau
67.6734,20.910809,damit
37.93356,8.880789,zentrum
51.49937,15.953586,nachten
62.907837,19.427902,naturlich
-52.419895,40.092396,fut
-58.036354,-34.62342,cordial
-61.379482,26.166346,aimable
-54.898327,56.146408,contre
-38.813602,32.957962,etat
-51.79569,53.833412,etaient
-36.417057,45.5823,partout
-28.229359,43.168514,wc
-51.950733,43.76406,avait
-35.88212,46.18268,cafards
-31.45123,38.66782,entree
-59.83565,49.517204,yeux
-43.16167,37.25503,temps
-10.337896,52.60224,temp
-49.240837,38.364845,absolument
-58.488075,42.787506,envie
-51.206074,48.89871,rester
-39.693687,40.190254,interieur
-62.957928,45.221657,recommande
-53.51448,45.255955,paye
39.83117,12.062524,haltestelle
13.634887,13.530308,town
53.234276,18.121199,zimmers
58.65302,26.575953,mangel
-2.9875093,5.720194,begin
2.6475954,52.61748,trash
-1.0456983,-0.5691912,confident
8.809438,51.400517,linen
-0.5862781,35.594906,big
-2.3288062,17.37575,probably
-12.537684,34.978424,significant
-11.152449,33.022064,improvement
3.2919822,18.642662,okay
-58.241016,-10.895507,dejar
-53.930553,-16.26077,parecer
-39.902935,-0.14502342,persona
-47.19844,-15.114429,haciendo
-42.821194,-20.137371,parece
-66.19507,-9.086184,meses
-50.24053,-7.448249,dentro
-62.82595,0.2842236,refrigerador
-46.133957,-23.030283,posible
-62.20355,-7.4776044,alimentos
-38.90456,-0.8020491,visita
-60.75282,-2.5531812,pelos
-58.953228,-21.8925,definitivamente
-60.630257,-2.5488431,cucarachas
-68.3303,-10.805468,pequenas
-67.95127,-20.481142,lados
-38.18783,-23.21867,queda
-45.82464,-19.622065,claro
-41.875217,-4.2563815,actividad
-32.68972,-21.54865,medium
-54.815933,-4.6721764,dolares
-10.558893,10.815038,extra
-47.858566,-19.18797,teniamos
-62.2689,-6.4325814,perder
-61.041977,-9.87751,encontrar
-53.986782,-14.514871,nuestro
-56.60773,-14.117484,presupuesto
-53.413563,10.595853,definitiva
-51.6815,-11.368052,alguien
59.61023,19.757622,jedes
39.178345,5.313965,ziel
24.516571,-40.121857,donald
-25.429445,8.829987,co
9.850374,15.362897,property
-3.7191305,16.339802,unfortunately
5.5530653,4.1553235,enjoy
4.78158,2.7800488,excellent
-10.589455,18.654552,aggressive
5.8865314,-5.266878,partner
-0.019159658,24.86575,drunk
16.205637,43.859035,finger
-2.9149766,19.445835,mind
18.955366,9.052536,escape
25.630665,34.3567,shake
-9.2001505,16.967026,incident
12.889767,16.905293,choice
0.508957,12.964621,book
10.046998,14.315155,accommodation
-49.26675,-1.960711,final
-5.4089885,17.210453,wait
-12.7912,-5.3227987,response
-8.285105,11.898339,official
-17.237448,5.85465,receive
-11.895438,14.002796,apology
6.949003,-9.675903,abroad
17.72391,6.9634447,action
10.101167,13.067116,lodge
-9.141666,30.07281,complaint
5.715753,3.04697,amazing
-6.681586,20.174927,risk
-45.914787,-12.217232,cual
-42.590843,-22.899977,ves
-52.820854,-38.64359,hermosa
-64.658165,-11.128086,familias
-35.854965,-30.764992,estaciones
-36.94492,-26.079937,menos
-36.626137,-24.361368,llegas
-34.61535,-25.231066,centro
17.132437,-39.701252,teri
-50.05733,-24.288563,hizo
-60.199375,-22.450403,quedaria
-59.704224,-21.948011,nuevamente
-39.124615,-14.849692,bie
18.525404,-67.05641,qing
18.901545,-67.62306,shan
16.777468,-65.74413,ren
24.27401,-62.877636,nu
13.405261,-65.085594,sheng
58.928833,-33.222103,hun
19.11339,-61.849586,chong
23.581114,-62.75442,huo
18.493876,-66.06305,men
15.163688,-66.30271,hen
13.710017,-71.75323,leng
10.631516,-70.11599,fu
17.93996,-69.24602,mao
18.444975,-70.98752,zi
12.775051,-64.728836,shou
17.521612,-72.35889,tao
19.125593,-68.6726,zhen
9.879177,-61.02572,fei
15.73636,-67.85232,chang
16.488462,-66.380196,qi
18.342085,-71.04757,jian
15.585276,-67.00787,guan
18.188332,-68.83221,huai
17.048538,-69.76632,zhuang
15.058306,-69.12181,huang
18.835089,-68.047264,piao
17.332926,-64.45033,liang
16.317263,-65.71274,jia
13.507495,-71.57031,quan
15.738146,-72.172295,chuang
16.233587,-70.82119,rou
15.417486,-72.436676,ruan
11.423432,-70.70839,gua
9.223149,-63.001396,chi
18.261936,-60.576664,fen
15.159505,-62.062763,zou
18.948957,-67.55313,hao
20.211939,-68.05308,duo
13.380672,-62.622074,tong
18.704056,-71.35684,bian
15.690845,-66.02786,shang
22.719599,-65.47262,yan
14.2293005,-67.77238,zao
20.492619,-62.04757,kou
15.123469,-66.15409,dian
21.463982,-65.23267,wen
18.414492,-64.6225,ti
12.231235,-64.28293,jue
-41.502617,9.30803,ubicado
14.739428,-5.4775553,columbia
-33.734844,-9.972057,perfectamente
-41.35518,9.540625,conectada
-40.97776,-6.255611,ciudad
-37.76863,-27.22777,pocos
-55.09522,-27.075874,gusto
-73.29652,-20.243395,rapida
-72.293274,-15.537479,respuestas
-57.664627,-8.682785,pedir
-16.66048,6.6827097,contact
53.197712,-27.07355,een
54.077057,-31.065937,mee
52.085384,27.18694,angebot
58.659798,-0.9247184,antwort
67.21705,13.368232,warten
64.86173,10.190747,schlussel
63.00448,18.05193,selber
64.8311,10.287414,abholen
71.48082,9.384656,schwierigkeiten
14.942759,-65.48602,zhi
22.32091,-67.323074,gong
22.077053,-72.385254,jiao
12.161336,-64.204155,jing
15.325491,-64.519325,yu
16.73928,-69.92295,xiu
18.10901,-63.120747,sui
14.611166,-68.35188,shui
13.538077,-63.141453,tang
6.628599,-65.35911,na
14.702638,-64.56284,xian
13.335536,-65.663124,shao
16.644934,-70.156334,feng
14.110736,-63.914227,hua
14.001714,-67.66331,chai
18.874588,-59.77273,xuan
-2.183993,-67.08582,ze
-3.8268628,-69.16742,ubytovani
-4.973629,-69.67233,byla
-12.655379,-77.04971,mesta
-5.0130982,-82.48282,minut
-3.4964283,-69.4995,dobre
-3.446505,-69.39268,od
-4.482641,-69.178474,nam
-5.1659656,-70.81862,pri
58.25211,-34.71491,hebben
58.399742,-34.319748,genoten
48.78931,-27.882292,van
57.409725,31.071995,warme
55.275246,-31.068209,tijd
53.12871,-28.060154,voor
59.818867,-33.039436,ons
59.57958,-32.382595,haar
55.101208,-33.963554,zeker
53.399452,-28.71801,aan
53.621742,-25.880367,heerlijke
59.12395,-34.40098,verblijf
-13.2696,42.26216,apple
54.84347,-25.226562,het
61.676334,-29.08483,huis
56.183758,-28.828363,staat
44.257824,-6.252302,prima
50.801327,-26.12565,buurt
49.51149,-26.468418,vlakbij
50.83299,-26.41231,winkels
57.43083,-34.707188,wij
56.066837,-25.042185,twee
58.314564,-31.040886,voelden
51.299313,-25.815613,veilig
78.06572,1.9986353,gingen
56.89204,-30.27603,dus
53.001,-27.535553,ook
60.042553,-1.3276902,problemen
56.66212,-30.704046,avonds
54.823597,-32.67802,nog
48.818703,-27.677773,op
13.3995,44.728874,pad
51.80315,-27.486837,vervoer
48.569004,-28.169538,naar
54.269806,-29.207102,niet
51.89379,-27.45474,openbaar
53.18681,-31.771854,vonden
-12.230979,-1.5516876,meet
54.18096,-29.539598,geen
55.11582,-27.80614,goed
56.67683,-30.653065,wordt
48.48969,27.505095,echter
59.5387,-27.33625,kunt
54.067257,-30.434725,alleen
59.523655,-27.197027,hebt
5.1817293,49.50878,yellow
29.254051,9.584206,cab
59.05049,-32.281017,gaf
34.64645,13.230667,meter
52.815556,-27.269781,veel
56.062206,-34.13448,meer
-33.61814,30.747498,vaste
-47.76982,28.029806,bel
23.37355,16.397923,public
-19.466402,5.611959,phone
48.613346,-21.501364,gratis
-20.792702,9.060211,number
-27.512732,-4.994747,hide
29.459225,9.134366,taxi
47.65752,-28.06091,ongeveer
55.421272,-33.530834,weer
58.896324,-26.29753,wat
69.35997,11.138526,langer
54.283775,-29.107302,wel
59.538677,-27.17294,waar
54.834,-29.634209,verder
55.52861,-33.83417,ik
60.32543,-29.755688,zijn
57.706947,-30.067072,moet
56.35168,25.484566,steile
49.673164,-26.92332,bij
61.671562,-30.946909,erg
54.325478,-31.620602,komen
55.514072,-32.28201,terug
53.7039,5.779838,wochen
70.155,-2.2923203,genossen
52.656925,40.96945,gemutliches
58.118904,13.61549,ihrem
34.93805,13.136467,schritte
71.11402,1.7104295,informiert
83.00684,11.065361,geht
59.283806,12.220476,meinem
84.83491,6.088772,werde
43.72068,34.905315,versorgt
35.326275,22.160803,lokale
53.25625,17.749678,weiteren
-65.85255,30.259535,mails
77.69324,2.7074382,ankamen
56.475536,36.593754,reichlich
79.20224,17.24377,nehmen
69.39251,15.864317,oft
58.42305,-12.038501,mail
44.057842,-6.971266,ausgezeichnet
53.353096,27.00858,gebaude
38.625065,9.323547,etwa
65.33631,30.294268,jahre
65.43339,29.827368,alt
77.647026,-2.064092,lieben
57.89832,12.962302,diesen
43.137493,14.881201,wohnlage
46.8154,8.524197,unternehmungen
75.76648,19.091927,finden
-16.678724,1.2460865,information
65.48727,23.506956,insgesamt
55.35239,9.432267,deutschland
14.892656,-65.34232,xing
15.855902,-65.792595,mei
-15.161054,-28.795654,ben
14.207927,-68.77434,chen
16.257896,-67.52267,yang
24.705132,-62.88638,qie
33.51043,-1.8299941,g
10.218367,-66.09499,zhou
21.878544,-69.581535,wang
15.154978,-63.303154,yuan
19.041698,-66.93327,dai
10.511912,-64.755066,hai
11.749017,-62.162956,ru
20.544088,-67.75332,bang
-5.3537803,38.293697,cosy
67.58413,-0.20763744,organisiert
38.40737,31.246792,insider
78.72533,16.474804,bleiben
59.745842,-3.1718783,offen
78.36114,6.9826465,macht
71.43872,1.2153269,ausfuhrlich
82.2587,9.724516,findet
75.10585,13.523843,zurecht
62.151886,18.373644,ganz
80.236626,12.354798,weil
62.903843,4.792033,gebucht
71.81482,24.896715,bucht
-14.341243,2.9110548,land
77.84522,19.588194,unternehmen
76.056816,-3.4296265,habt
2.4379377,-6.3295064,chance
12.9839325,-61.023685,suo
16.867056,-69.04341,mu
15.630991,-56.745193,ga
15.974031,-63.52888,zuo
16.530724,-66.24224,xiang
37.7702,-47.262333,pa
13.8374405,-66.54361,chao
16.217354,-74.47534,lou
15.436674,-65.58374,xia
16.732105,-71.50658,zhang
11.525472,-67.02523,pin
16.165464,-65.7432,liao
15.604468,-69.886345,bao
21.388601,-66.569565,nai
-14.588936,3.9202535,arrival
-12.663263,-5.2328277,reply
3.6652796,13.108614,lose
-13.481777,1.4065198,international
5.6879354,14.762209,cost
-12.002657,54.47763,rain
-0.8678295,47.722813,terribly
1.0625796,32.021023,suit
-3.076645,17.083107,case
-20.413095,13.371378,consideration
2.5686686,49.064415,carpet
-2.9489052,21.69803,somebody
11.446235,53.274258,washing
5.436731,62.32465,machine
6.652448,36.062298,basement
-1.7124436,46.367466,badly
-2.5951662,13.739298,completely
4.125621,34.17978,private
0.19599168,15.046269,find
-21.986944,-13.077652,website
-23.221819,-45.535603,piccola
-24.7722,-42.510265,vacanza
-13.031486,-35.617718,fare
-11.364005,-44.94517,fatto
-9.225968,-49.59366,rimasti
-20.263697,-32.815018,raggiungere
-18.89413,-38.068813,passare
18.545223,-0.3056569,garage
-16.2743,-45.185184,gli
-18.952929,-52.756897,discreto
-19.164068,-49.0929,abitazione
-15.852617,-52.583305,disponibili
52.660606,41.17162,schones
37.66435,15.86439,offentlichen
37.175728,15.976813,verkehrsmittel
53.730064,23.357304,kellerwohnung
72.32152,34.96697,genauso
35.12638,23.373602,delis
38.71845,13.691846,wege
66.31316,-8.218527,zufrieden
2.7450104,-2.8370857,truly
3.4319148,49.94219,mold
20.183645,48.321327,spider
-14.350207,25.956533,importantly
11.083302,52.822685,dry
-23.990301,3.1452327,quickly
8.177296,58.601192,equipment
-4.172957,32.98562,limited
6.703843,59.067856,plate
18.143082,22.046583,away
-31.391287,19.216963,minimum
-6.8906918,32.87371,comfort
-17.938612,25.415741,appeal
-15.688015,29.424911,positive
16.574507,18.279116,far
19.397818,17.893368,easily
11.997137,19.099527,reach
36.35985,10.980488,wenigen
79.81906,18.097502,komman
35.269413,19.589474,direkter
35.52272,21.353144,moglichkeiten
77.41049,21.698883,trinken
39.471035,27.285059,mappe
65.94152,24.711802,anfangs
56.367336,25.450361,treppe
59.18025,21.243317,runter
79.34919,18.363674,gelangen
67.87003,14.161346,fruh
59.512978,2.945739,bereits
67.411064,18.450445,kaum
57.534016,27.102001,tageslicht
75.63484,19.513018,sehen
62.503777,-1.3741841,falle
59.43927,12.198206,mein
51.945023,1.112579,freund
69.38593,5.431175,mehrmals
70.30798,17.168274,dran
73.53549,20.042068,denken
72.54955,23.308496,einstellen
49.76974,5.073288,menschen
82.98866,10.317994,lauft
66.313614,27.280176,empfindlich
72.55578,20.656755,bedenken
55.353596,13.13657,leistungs
55.26828,13.150276,verhaltnis
66.58054,28.595545,teuer
47.384773,21.09629,charme
68.73659,3.9559212,gemacht
52.30001,27.15628,wichtigste
51.11471,7.9071445,stadtereise
20.536467,30.411863,craft
14.44085,60.752598,beer
28.881824,17.413023,basis
-10.193021,52.586998,temperature
-9.4696865,50.54447,control
-8.053134,54.510544,fan
5.0498695,41.385193,window
-1.8117545,11.742227,provide
-1.0438453,14.141902,bring
-9.75395,53.863754,degree
-23.66077,3.413723,immediately
-12.066627,17.41317,accuse
-5.4511094,14.397311,try
-12.618049,20.561657,cheat
-11.433175,18.626446,insult
-17.135593,24.210234,better
-16.045563,10.748542,solution
-18.575472,22.832026,inaccurate
18.306534,17.262096,stop
0.92300725,10.894507,vacation
15.961442,18.04239,farther
15.369219,19.476093,ride
-1.4709698,19.874363,depend
-17.238424,25.716623,actual
13.745152,15.2717705,neighborhood
3.399885,25.942734,neighbor
-6.263568,16.405016,happen
3.6308005,21.941755,late
-6.7207303,11.377287,early
10.496502,35.949505,staircase
11.437531,36.0663,steep
-6.704222,28.985743,hard
11.6828785,19.421,navigate
14.99178,32.685795,bag
4.3147516,34.637978,separate
13.854016,15.25502,area
12.003073,53.263172,laundry
-41.494698,33.231895,lieu
-46.79386,35.319626,vol
-7.713961,53.818123,air
-26.75037,13.901567,b&b
-57.395557,44.947968,doit
-48.498627,46.990627,possibilite
-4.097284,28.717388,cause
-23.411606,18.779896,comment
-32.32296,-14.499638,porto
-49.526264,-1.8775585,principio
-52.075184,7.5927343,lujo
-46.256065,-32.987267,facil
-60.82594,-13.223494,trasladarse
-49.572136,-33.72217,buen
-38.411503,-7.974888,publicacion
-42.33637,-0.069809966,sorpresa
-60.492584,-33.79163,amablemente
-60.242733,-23.40176,volvere
-16.158848,21.334646,truth
-16.02502,4.253153,explain
13.699178,-28.120039,edward
-17.765873,31.842651,strike
11.236583,48.251637,closet
0.23508601,36.74899,size
-0.14777014,34.0881,tiny
4.4369607,-0.91880894,unforgettable
-0.9138984,50.57936,stinky
-12.187638,16.101221,believe
18.203577,36.530273,view
-29.30709,33.213146,description
-15.091819,20.997633,fake
-44.320946,40.761696,grave
-7.494551,9.847544,mistake
0.09941796,16.157743,entire
-1.0574942,30.36255,hardly
-7.0288854,55.238277,stuffy
13.501862,28.353973,drop
15.147308,-35.1921,masha
-23.489233,11.670367,attack
6.4715858,48.268974,cover
-4.5020347,14.002634,force
-24.266157,3.4628887,asap
-25.938276,40.587666,attention
13.918796,18.95873,approximately
-12.706454,11.369508,compensate
-0.45366898,10.713511,sum
8.79976,17.690456,rest
-10.428462,9.481938,fee
-26.71033,13.895689,bnb
5.6103644,18.206144,fair
-6.0897536,19.94671,careful
-11.977374,31.854856,lack
-2.4726486,16.44688,fact
-0.48650244,17.801125,overall
17.30341,13.974005,discover
20.724758,48.504066,mouse
-12.969466,29.973917,terrible
0.9471556,10.687731,holiday
-19.065052,5.3756647,email
-16.08549,11.062474,solve
60.405655,33.682377,angemessen
58.707222,10.264978,seiner
82.25842,5.7568727,unbedingt
81.00438,19.61562,ubernachten
64.66214,21.563498,doch
50.415005,9.295357,anspruche
36.77879,8.452075,timesquare
42.20824,27.918808,kleine
15.139897,-70.71822,ka
-46.666855,-37.69391,acogedor
-53.201,-27.246399,explico
-44.924934,-23.077858,necesitamos
-47.611404,-36.434925,pequeno
-71.75896,-18.96804,solucionar
-37.263046,-4.8694024,atencion
-35.07167,-55.927933,localizada
-58.068207,-6.041095,ruidos
21.53511,0.7475561,east
22.242077,3.6016626,village
67.060356,5.2189517,benutzt
-15.015931,45.095043,computer
13.839967,37.060234,ground
8.84583,6.386198,create
17.273058,19.969027,cross
7.062593,33.591965,inside
1.3754352,49.342552,mess
0.09831583,26.679352,bump
8.688806,51.368923,bedsheet
-7.8512306,52.03833,pipe
5.5723467,2.2983637,incredible
21.790936,47.549725,fly
73.37105,25.619717,passt
56.99513,29.59004,lediglich
82.50118,8.688914,konnte
73.300476,10.093939,daran
79.03063,5.4369807,liegen
48.12356,6.2595334,gaste
35.983437,18.786472,ebenfall
5.064851,49.509804,brown
13.001733,3.2253768,stone
47.846817,24.118387,bringt
78.83349,-2.9651897,dich
62.86635,10.4521,jeder
26.605091,29.537218,deli
25.849056,31.398516,grocery
20.759851,-2.0526514,theater
34.643925,26.851582,ecke
65.976845,23.417837,sonst
22.582088,3.6197257,harlem
57.91254,39.12294,sauberen
44.709545,23.136942,zimmern
54.641006,25.649979,stockwerk
51.57969,-8.853973,hilfsbereiter
53.891907,-6.5161333,unkomplizierter
39.566883,15.355688,anbindungen
37.984352,23.53456,lokalen
28.032673,7.89506,express
76.80883,8.728501,lohnt
50.736767,-8.983491,hervorragender
85.19318,2.5527549,weiterempfehlen
7.1638618,-25.63746,orestes
75.592514,17.556469,treffen
42.265434,27.925846,kleinen
46.924747,27.283484,wohlfuhlen
77.68534,20.57867,sitzen
45.650196,15.055526,stille
34.31584,-21.661882,gaby
81.07462,-0.9740718,nochmal
76.338135,2.0835063,fuhlten
68.686066,-3.3826976,aufgehoben
51.450485,-8.915133,aufmerksamer
73.75478,21.38483,aufdringlich
55.3847,40.252243,gepflegte
37.68228,18.343191,bahnstationen
38.11638,17.417545,linien
47.520462,16.921085,mitten
60.93861,40.57126,zweckmassig
79.075195,2.6603587,durften
46.81051,19.27122,wunderbaren
48.87754,26.530247,highlight
57.584522,12.766163,zusammengefasst
84.200615,-0.047106322,warmstens
61.174522,-5.970959,sofort
49.375893,-3.826951,nette
45.41862,19.111454,netten
44.088654,23.111855,gastgebern
-46.0075,-37.45148,bonito
-41.926235,-24.976006,aparece
-61.79405,-13.270363,visitar
30.083778,8.0975065,newark
83.39316,7.878653,durfte
54.073635,-6.3848844,einfacher
53.320354,15.199837,ort
62.350998,24.981083,schlaf
54.26391,34.74944,privaten
48.61059,27.518024,traum
51.840366,41.36694,gutes
35.44215,21.601198,einkaufs
35.39582,21.576427,essensmoglichkeiten
62.976128,21.670305,relativ
39.630165,20.087315,richtungen
58.56758,2.554144,abfahrt
55.98308,30.766088,schlafcouch
36.708763,13.191139,nachste
68.597404,-4.443916,aufgenommen
-23.651836,-47.059635,spaziosa
-20.97802,-43.99786,camera
-10.07786,-41.713963,matrimoniale
-18.402117,-30.964725,vicinissima
26.157183,30.741913,supermarket
26.170887,26.245659,pub
-13.94617,-32.49021,locali
66.24008,-0.9405434,verlief
55.066578,-5.5034084,unkompliziert
43.86208,-5.5394783,leicht
51.373093,21.232635,vorteil
46.816395,10.533284,standort
58.148533,1.1843604,seite
66.92939,7.6159654,kennen
46.070274,8.495497,fahrten
74.085846,16.625723,bieten
50.50583,-5.0051594,freundlichen
51.71277,2.8948371,nachbarn
49.953175,6.9335303,familien
17.886591,-15.727494,alex
-49.048096,-0.45683062,viaje
-50.402454,-5.8589816,nivel
-44.235413,-26.744387,esperado
-49.343403,4.1023064,barrio
-64.37512,-18.246841,pocas
-60.94602,-12.419831,caminar
-42.139126,-22.534836,ofrece
-5.978239,32.927887,standard
-52.99231,-27.622013,ayudo
-76.268456,-9.199013,buenas
-69.50368,-15.213135,sugerencias
-45.097404,-25.129091,necesario
-46.980957,-17.653349,pudimos
-62.263577,-13.692777,disfrutar
-52.80657,3.06732,espacio
-64.214645,-9.388178,solos
-68.45303,-19.781303,nuestros
-66.34731,-7.4266124,amigos
69.355896,36.179123,entsprach
70.66358,36.02778,beschreibung
52.48971,40.652256,grosses
61.732807,-3.146957,geantwortet
44.312996,-1.2973964,ruhiger
51.836445,12.313583,gunstige
69.44903,8.827513,vorher
43.031437,20.6962,nahegelegenen
32.533016,-2.43812,kingston
1.5761415,36.34959,--
57.27308,-7.741163,kommunikativ
60.13076,37.950863,renoviert
76.53102,8.526741,befinden
32.56118,25.03227,empfohlen
32.46381,25.073734,leckere
83.34942,12.820025,lebt
63.79369,13.467341,dabei
77.72484,14.620599,fuhlen
-54.710907,5.00998,enorme
